complex_id,pdb_id,protein_chain,ligand_resname,ligand_smiles,target_name,species,uniprot_id,label_type,label_value,label_unit,activity_type,n_measurements,molecule_chembl_ids,template_structure_id,template_quality_score,template_resolution,template_ligand_resname,data_source,pdb_path
hkpocket_3iec_P_6_1,3iec,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3iec_P_6_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/3iec/3iec_P_6_1_res.pdb
hkpocket_3iec_P_7,3iec,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3iec_P_7,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/3iec/3iec_P_7_res.pdb
hkpocket_3iec_P_8,3iec,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3iec_P_8,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/3iec/3iec_P_8_res.pdb
hkpocket_3iec_P_9,3iec,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3iec_P_9,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/3iec/3iec_P_9_res.pdb
hkpocket_3kmu_P_0,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_0,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_0_res.pdb
hkpocket_3kmu_P_0_0,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_0_0,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_0_0_res.pdb
hkpocket_3kmu_P_0_1,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_0_1,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_0_1_res.pdb
hkpocket_3kmu_P_0_2,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_0_2,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_0_2_res.pdb
hkpocket_3kmu_P_0_3,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_0_3,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_0_3_res.pdb
hkpocket_3kmu_P_0_4,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_0_4,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_0_4_res.pdb
hkpocket_3kmu_P_0_5,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_0_5,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_0_5_res.pdb
hkpocket_3kmu_P_1,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_1,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_1_res.pdb
hkpocket_3kmu_P_1_0,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_1_0,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_1_0_res.pdb
hkpocket_3kmu_P_1_1,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_1_1,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_1_1_res.pdb
hkpocket_3kmu_P_2,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_2,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_2_res.pdb
hkpocket_3kmu_P_2_0,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_2_0,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_2_0_res.pdb
hkpocket_3kmu_P_2_1,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_2_1,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_2_1_res.pdb
hkpocket_3kmu_P_3,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_3,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_3_res.pdb
hkpocket_3kmu_P_3_0,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_3_0,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_3_0_res.pdb
hkpocket_3kmu_P_3_1,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_3_1,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_3_1_res.pdb
hkpocket_3kmu_P_4,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_4,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_4_res.pdb
hkpocket_3kmu_P_4_0,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_4_0,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_4_0_res.pdb
hkpocket_3kmu_P_4_1,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_4_1,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_4_1_res.pdb
hkpocket_3kmu_P_4_2,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_4_2,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_4_2_res.pdb
hkpocket_3kmu_P_5,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_5,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_5_res.pdb
hkpocket_3kmu_P_6,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_6,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_6_res.pdb
hkpocket_3kmu_P_7,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_7,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_7_res.pdb
hkpocket_3kmu_P_8,3kmu,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kmu_P_8,,,,HKPocket TKL,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TKL group/TKL/3kmu/3kmu_P_8_res.pdb
hkpocket_3kul_P_0,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_0,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_0_res.pdb
hkpocket_3kul_P_0_0,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_0_0,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_0_0_res.pdb
hkpocket_3kul_P_0_1,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_0_1,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_0_1_res.pdb
hkpocket_3kul_P_0_2,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_0_2,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_0_2_res.pdb
hkpocket_3kul_P_0_3,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_0_3,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_0_3_res.pdb
hkpocket_3kul_P_1,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_1,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_1_res.pdb
hkpocket_3kul_P_10,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_10,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_10_res.pdb
hkpocket_3kul_P_11,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_11,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_11_res.pdb
hkpocket_3kul_P_12,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_12,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_12_res.pdb
hkpocket_3kul_P_13,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_13,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_13_res.pdb
hkpocket_3kul_P_14,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_14,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_14_res.pdb
hkpocket_3kul_P_1_0,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_1_0,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_1_0_res.pdb
hkpocket_3kul_P_1_1,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_1_1,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_1_1_res.pdb
hkpocket_3kul_P_2,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_2,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_2_res.pdb
hkpocket_3kul_P_2_0,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_2_0,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_2_0_res.pdb
hkpocket_3kul_P_2_1,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_2_1,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_2_1_res.pdb
hkpocket_3kul_P_3,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_3,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_3_res.pdb
hkpocket_3kul_P_3_0,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_3_0,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_3_0_res.pdb
hkpocket_3kul_P_3_1,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_3_1,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_3_1_res.pdb
hkpocket_3kul_P_4,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_4,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_4_res.pdb
hkpocket_3kul_P_4_0,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_4_0,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_4_0_res.pdb
hkpocket_3kul_P_4_1,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_4_1,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_4_1_res.pdb
hkpocket_3kul_P_4_2,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_4_2,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_4_2_res.pdb
hkpocket_3kul_P_5,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_5,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_5_res.pdb
hkpocket_3kul_P_5_0,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_5_0,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_5_0_res.pdb
hkpocket_3kul_P_5_1,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_5_1,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_5_1_res.pdb
hkpocket_3kul_P_6,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_6,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_6_res.pdb
hkpocket_3kul_P_7,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_7,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_7_res.pdb
hkpocket_3kul_P_8,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_8,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_8_res.pdb
hkpocket_3kul_P_8_0,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_8_0,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_8_0_res.pdb
hkpocket_3kul_P_8_1,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_8_1,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_8_1_res.pdb
hkpocket_3kul_P_9,3kul,A,BME,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3kul_P_9,,,BME,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3kul/3kul_P_9_res.pdb
hkpocket_3lco_P_0,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_0,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_0_res.pdb
hkpocket_3lco_P_0_0,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_0_0,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_0_0_res.pdb
hkpocket_3lco_P_0_1,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_0_1,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_0_1_res.pdb
hkpocket_3lco_P_0_2,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_0_2,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_0_2_res.pdb
hkpocket_3lco_P_0_3,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_0_3,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_0_3_res.pdb
hkpocket_3lco_P_0_4,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_0_4,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_0_4_res.pdb
hkpocket_3lco_P_1,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_1,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_1_res.pdb
hkpocket_3lco_P_1_0,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_1_0,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_1_0_res.pdb
hkpocket_3lco_P_1_1,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_1_1,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_1_1_res.pdb
hkpocket_3lco_P_2,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_2,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_2_res.pdb
hkpocket_3lco_P_2_0,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_2_0,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_2_0_res.pdb
hkpocket_3lco_P_2_1,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_2_1,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_2_1_res.pdb
hkpocket_3lco_P_3,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_3,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_3_res.pdb
hkpocket_3lco_P_3_0,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_3_0,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_3_0_res.pdb
hkpocket_3lco_P_3_1,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_3_1,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_3_1_res.pdb
hkpocket_3lco_P_4,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_4,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_4_res.pdb
hkpocket_3lco_P_4_0,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_4_0,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_4_0_res.pdb
hkpocket_3lco_P_4_1,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_4_1,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_4_1_res.pdb
hkpocket_3lco_P_5,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_5,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_5_res.pdb
hkpocket_3lco_P_6,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_6,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_6_res.pdb
hkpocket_3lco_P_7,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_7,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_7_res.pdb
hkpocket_3lco_P_8,3lco,A,LC0,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lco_P_8,,,LC0,HKPocket TK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in TK group/TK/3lco/3lco_P_8_res.pdb
hkpocket_3lm5_P_0,3lm5,A,QUE,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lm5_P_0,,,QUE,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/3lm5/3lm5_P_0_res.pdb
hkpocket_3lm5_P_0_0,3lm5,A,QUE,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,3lm5_P_0_0,,,QUE,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/3lm5/3lm5_P_0_0_res.pdb
